DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;P7481;AREA;MES;DPTO;fex_c_2011
5294603;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294603;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294603;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294604;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;299
5294604;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;299
5294604;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;299
5294604;1;4;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;299
5294604;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;299
5294604;1;7;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;299
5294605;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294606;1;1;1;90;2; ;1;12;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5294606;1;2;1;90;2; ;1;24;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5294606;1;3;1;90;2; ;1;24;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5294606;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5294607;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294607;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;1;8;2; ;2; ; ;52;11;52;115
5294607;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294608;1;1;1;90;2; ;1;28;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294608;1;2;1;90;2; ;1;7;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294609;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;267
5294609;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;267
5294610;1;1;1;90;2; ;1;35;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294610;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294610;1;3;1;90;2; ;1;28;2; ;1;65;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294610;1;5;1;90;2; ;1;14;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294611;1;1;1;90;2; ;1;20;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;244
5294611;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;244
5294611;1;3;1;90;2; ;1;7;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;244
5294611;1;4;1;90;2; ;1;21;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;244
5294612;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;271
5294613;1;1;1;90;2; ;2; ;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;297
5294613;1;2;1;90;2; ;1;28;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;297
5294614;1;1;1;90;2; ;1;21;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;222
5294614;1;2;1;90;2; ;1;14;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;222
5294614;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;222
5294615;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5294615;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5294616;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;144
5294616;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;144
5294616;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;144
5294616;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;144
5294617;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5294617;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5294618;1;1;1;90;2; ;1;25;2; ;2; ;1;42;2; ;2; ;1;14;2; ;2; ; ;52;11;52;263
5294618;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;263
5294618;1;3;1;90;2; ;2; ;2; ;2; ;1;4;2; ;1;2;1;3;2; ;2; ; ;52;11;52;263
5294619;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;188
5294619;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;188
5294619;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;188
5294619;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;188
5294620;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;227
5294621;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294622;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;242
5294623;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;177
5294623;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;177
5294624;1;1;1;90;2; ;1;14;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;209
5294624;1;4;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;209
5294625;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;256
5294625;1;2;1;90;2; ;1;35;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;256
5294632;1;1;1;90;2; ;1;14;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;281
5294633;1;1;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;318
5294633;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;318
5294633;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;318
5294635;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;268
5294635;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;268
5294636;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;218
5294637;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;168
5294637;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;168
5294637;1;3;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;168
5294637;1;4;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;168
5294638;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ; ;50;11;50;297
5294639;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294639;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294639;1;3;1;90;2; ;1;8;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294639;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294640;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;207
5294640;1;2;1;90;2; ;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;207
5294641;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;246
5294641;1;2;1;90;2; ;1;12;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;246
5294641;1;3;1;90;2; ;1;4;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;246
5294642;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ; ;50;11;50;242
5294643;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ; ;50;11;50;271
5294643;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;271
5294644;1;1;1;90;2; ;1;12;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ; ;50;11;50;184
5294644;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;184
5294645;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;271
5294645;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;271
5294646;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;334
5294646;1;2;1;90;2; ;1;40;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;334
5294669;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;388
5294669;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;388
5294669;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;388
5294669;1;4;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;388
5294679;1;1;1;90;1;5;1;8;1;10;1;2;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294679;1;2;1;90;1;14;1;14;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294679;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294680;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294681;1;1;1;90;2; ;1;21;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;256
5294682;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;253
5294682;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;253
5294682;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;253
5294682;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;253
5294683;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;245
5294683;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ; ;73;11;73;245
5294684;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;355
5294684;1;2;1;90;2; ;1;4;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;355
5294685;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;299
5294685;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;299
5294686;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;222
5294686;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;222
5294686;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;222
5294686;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;222
5294687;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;318
5294687;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;318
5294687;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;318
5294688;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;299
5294688;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;299
5294696;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;324
5294696;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;324
5294696;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;324
5294697;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;411
5294697;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;411
5294697;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;411
5294697;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;411
5294697;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;411
5294698;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;391
5294698;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;391
5294699;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;286
5294699;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;286
5294699;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;286
5294699;1;4;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;286
5294704;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1274
5294704;1;2;1;90;2; ;1;14;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1274
5294704;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1274
5294706;1;1;1;90;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1300
5294706;1;2;1;90;2; ;2; ;2; ;1;4;2; ;2; ;1;8;2; ;2; ;2; ; ;05;11;05;1300
5294706;1;5;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1300
5294706;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1300
5294707;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1362
5294708;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;681
5294709;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;205
5294709;1;2;1;90;2; ;1;14;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;205
5294709;1;3;1;90;2; ;1;14;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;205
5294710;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;312
5294710;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;312
5294725;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;193
5294725;1;3;1;90;2; ;1;55;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;193
5294725;1;4;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;193
5294726;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;189
5294726;1;2;1;90;2; ;1;50;2; ;1;30;2; ;2; ;2; ;2; ;2; ;1;13; ;17;11;17;189
5294726;1;3;1;90;2; ;1;20;2; ;1;25;2; ;2; ;1;3;2; ;2; ;2; ; ;17;11;17;189
5294727;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;191
5294727;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;191
5294727;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;191
5294727;1;4;1;90;2; ;1;22;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;191
5294728;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;452
5294728;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;452
5294728;1;3;1;90;2; ;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;452
5294728;1;4;1;90;2; ;1;20;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;452
5294729;1;1;1;90;2; ;1;18;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;417
5294729;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;417
5294729;1;5;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;417
5294730;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;476
5294731;1;1;1;90;2; ;1;28;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;317
5294731;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;317
5294731;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;317
5294731;1;4;1;90;2; ;1;20;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;317
5294732;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;312
5294732;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;312
5294733;1;1;1;90;2; ;1;7;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;297
5294733;1;2;1;90;2; ;1;30;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;297
5294734;1;1;1;90;2; ;1;30;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294734;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294734;1;4;1;90;2; ;1;7;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294735;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294736;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ; ;52;11;52;157
5294737;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294738;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294738;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ; ;52;11;52;115
5294739;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;148
5294739;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;148
5294739;1;3;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;148
5294740;1;1;1;90;2; ;1;7;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294740;1;2;1;90;2; ;1;21;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;234
5294755;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;333
5294755;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;333
5294755;1;3;1;90;2; ;1;14;2; ;1;21;2; ;2; ;1;1;2; ;2; ;2; ; ;52;11;52;333
5294757;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294757;1;2;1;90;2; ;1;18;2; ;1;5;1;15;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294757;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5294758;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294758;1;2;1;90;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294759;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294759;1;2;1;90;2; ;1;25;2; ;2; ;1;25;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5294760;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;271
5294760;1;2;1;90;2; ;1;20;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ; ;52;11;52;271
5294761;1;1;1;90;2; ;1;2;1;7;2; ;1;30;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294761;1;2;1;90;2; ;1;7;1;15;2; ;1;30;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294761;1;3;1;90;2; ;1;5;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294761;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;258
5294763;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;193
5294763;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;193
5294763;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;193
5294764;1;1;1;90;2; ;1;7;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5294764;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5294949;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;268
5294949;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;268
5294964;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294964;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294964;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294964;1;4;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;170
5294965;1;1;1;90;2; ;1;4;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;262
5294966;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;242
5294967;1;1;1;90;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;313
5294967;1;2;1;90;2; ;1;60;2; ;1;38;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;313
5294967;1;3;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;313
5294968;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;229
5294968;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;1;15;2; ;2; ;2; ; ;50;11;50;229
5294969;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;271
5294969;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;271
5294970;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;177
5294970;1;2;1;90;2; ;1;12;2; ;2; ;1;60;2; ;2; ;2; ;2; ;2; ; ;50;11;50;177
